speaker_id,utt_id,config,attacks,key
PA_0097,PA_T_0000183,aaa,-,bonafide
PA_0097,PA_T_0000184,aaa,-,bonafide
PA_0097,PA_T_0000185,aaa,-,bonafide
PA_0097,PA_T_0000186,aaa,-,bonafide
PA_0097,PA_T_0000187,aaa,-,bonafide
PA_0097,PA_T_0000188,aaa,-,bonafide
PA_0097,PA_T_0000189,aaa,-,bonafide
PA_0097,PA_T_0000190,aaa,-,bonafide
PA_0098,PA_T_0000191,aaa,-,bonafide
PA_0098,PA_T_0000192,aaa,-,bonafide
PA_0098,PA_T_0000193,aaa,-,bonafide
PA_0098,PA_T_0000194,aaa,-,bonafide
PA_0098,PA_T_0000195,aaa,-,bonafide
PA_0098,PA_T_0000196,aaa,-,bonafide
PA_0098,PA_T_0000197,aaa,-,bonafide
PA_0098,PA_T_0000198,aaa,-,bonafide
PA_0098,PA_T_0000199,aaa,-,bonafide
PA_0098,PA_T_0000200,aaa,-,bonafide
PA_0079,PA_T_0000201,aab,-,bonafide
PA_0079,PA_T_0000202,aab,-,bonafide
PA_0079,PA_T_0000203,aab,-,bonafide
PA_0079,PA_T_0000204,aab,-,bonafide
PA_0079,PA_T_0000205,aab,-,bonafide
PA_0079,PA_T_0000206,aab,-,bonafide
PA_0079,PA_T_0000207,aab,-,bonafide
PA_0079,PA_T_0000208,aab,-,bonafide
PA_0079,PA_T_0000209,aab,-,bonafide
PA_0079,PA_T_0000210,aab,-,bonafide
PA_0080,PA_T_0000211,aab,-,bonafide
PA_0080,PA_T_0000212,aab,-,bonafide
PA_0080,PA_T_0000213,aab,-,bonafide
PA_0080,PA_T_0000214,aab,-,bonafide
PA_0080,PA_T_0000215,aab,-,bonafide
PA_0080,PA_T_0000216,aab,-,bonafide
PA_0080,PA_T_0000217,aab,-,bonafide
PA_0080,PA_T_0000218,aab,-,bonafide
PA_0080,PA_T_0000219,aab,-,bonafide
PA_0080,PA_T_0000220,aab,-,bonafide
PA_0081,PA_T_0000221,aab,-,bonafide
PA_0081,PA_T_0000222,aab,-,bonafide
PA_0081,PA_T_0000223,aab,-,bonafide
PA_0081,PA_T_0000224,aab,-,bonafide
PA_0081,PA_T_0000225,aab,-,bonafide
PA_0081,PA_T_0000226,aab,-,bonafide
PA_0081,PA_T_0000227,aab,-,bonafide
PA_0081,PA_T_0000228,aab,-,bonafide
PA_0081,PA_T_0000229,aab,-,bonafide
PA_0081,PA_T_0000230,aab,-,bonafide
PA_0082,PA_T_0000231,aab,-,bonafide
PA_0082,PA_T_0000232,aab,-,bonafide
PA_0082,PA_T_0000233,aab,-,bonafide
PA_0082,PA_T_0000234,aab,-,bonafide
PA_0082,PA_T_0000235,aab,-,bonafide
PA_0082,PA_T_0000236,aab,-,bonafide
PA_0082,PA_T_0000237,aab,-,bonafide
PA_0082,PA_T_0000238,aab,-,bonafide
PA_0082,PA_T_0000239,aab,-,bonafide
PA_0082,PA_T_0000240,aab,-,bonafide
PA_0083,PA_T_0000241,aab,-,bonafide
PA_0083,PA_T_0000242,aab,-,bonafide
PA_0083,PA_T_0000243,aab,-,bonafide
PA_0083,PA_T_0000244,aab,-,bonafide
PA_0083,PA_T_0000245,aab,-,bonafide
PA_0083,PA_T_0000246,aab,-,bonafide
PA_0083,PA_T_0000247,aab,-,bonafide
PA_0083,PA_T_0000248,aab,-,bonafide
PA_0083,PA_T_0000249,aab,-,bonafide
PA_0083,PA_T_0000250,aab,-,bonafide
PA_0084,PA_T_0000251,aab,-,bonafide
PA_0084,PA_T_0000252,aab,-,bonafide
PA_0084,PA_T_0000253,aab,-,bonafide
PA_0084,PA_T_0000254,aab,-,bonafide
PA_0084,PA_T_0000255,aab,-,bonafide
PA_0084,PA_T_0000256,aab,-,bonafide
PA_0084,PA_T_0000257,aab,-,bonafide
PA_0084,PA_T_0000258,aab,-,bonafide
PA_0084,PA_T_0000259,aab,-,bonafide
PA_0084,PA_T_0000260,aab,-,bonafide
PA_0085,PA_T_0000261,aab,-,bonafide
PA_0085,PA_T_0000262,aab,-,bonafide
PA_0085,PA_T_0000263,aab,-,bonafide
PA_0085,PA_T_0000264,aab,-,bonafide
PA_0085,PA_T_0000265,aab,-,bonafide
PA_0085,PA_T_0000266,aab,-,bonafide
PA_0085,PA_T_0000267,aab,-,bonafide
PA_0085,PA_T_0000268,aab,-,bonafide
PA_0085,PA_T_0000269,aab,-,bonafide
PA_0085,PA_T_0000270,aab,-,bonafide
PA_0086,PA_T_0000271,aab,-,bonafide
PA_0086,PA_T_0000272,aab,-,bonafide
PA_0086,PA_T_0000273,aab,-,bonafide
PA_0086,PA_T_0000274,aab,-,bonafide
PA_0086,PA_T_0000275,aab,-,bonafide
PA_0086,PA_T_0000276,aab,-,bonafide
PA_0086,PA_T_0000277,aab,-,bonafide
PA_0086,PA_T_0000278,aab,-,bonafide
PA_0086,PA_T_0000279,aab,-,bonafide
PA_0086,PA_T_0000280,aab,-,bonafide
PA_0087,PA_T_0000281,aab,-,bonafide
PA_0087,PA_T_0000282,aab,-,bonafide
PA_0087,PA_T_0000283,aab,-,bonafide
PA_0087,PA_T_0000284,aab,-,bonafide
PA_0087,PA_T_0000285,aab,-,bonafide
PA_0087,PA_T_0000286,aab,-,bonafide
PA_0087,PA_T_0000287,aab,-,bonafide
PA_0087,PA_T_0000288,aab,-,bonafide
PA_0087,PA_T_0000289,aab,-,bonafide
PA_0087,PA_T_0000290,aab,-,bonafide
PA_0088,PA_T_0000291,aab,-,bonafide
PA_0088,PA_T_0000292,aab,-,bonafide
PA_0088,PA_T_0000293,aab,-,bonafide
PA_0088,PA_T_0000294,aab,-,bonafide
PA_0088,PA_T_0000295,aab,-,bonafide
PA_0088,PA_T_0000296,aab,-,bonafide
PA_0088,PA_T_0000297,aab,-,bonafide
PA_0088,PA_T_0000298,aab,-,bonafide
PA_0088,PA_T_0000299,aab,-,bonafide
PA_0088,PA_T_0000300,aab,-,bonafide
PA_0089,PA_T_0000301,aab,-,bonafide
PA_0089,PA_T_0000302,aab,-,bonafide
PA_0089,PA_T_0000303,aab,-,bonafide
PA_0089,PA_T_0000304,aab,-,bonafide
PA_0089,PA_T_0000305,aab,-,bonafide
PA_0089,PA_T_0000306,aab,-,bonafide
PA_0089,PA_T_0000307,aab,-,bonafide
PA_0089,PA_T_0000308,aab,-,bonafide
PA_0089,PA_T_0000309,aab,-,bonafide
PA_0089,PA_T_0000310,aab,-,bonafide
PA_0090,PA_T_0000311,aab,-,bonafide
PA_0090,PA_T_0000312,aab,-,bonafide
PA_0090,PA_T_0000313,aab,-,bonafide
PA_0090,PA_T_0000314,aab,-,bonafide
PA_0090,PA_T_0000315,aab,-,bonafide
PA_0090,PA_T_0000316,aab,-,bonafide
PA_0090,PA_T_0000317,aab,-,bonafide
PA_0090,PA_T_0000318,aab,-,bonafide
PA_0090,PA_T_0000319,aab,-,bonafide
PA_0090,PA_T_0000320,aab,-,bonafide
PA_0091,PA_T_0000321,aab,-,bonafide
PA_0091,PA_T_0000322,aab,-,bonafide
PA_0091,PA_T_0000323,aab,-,bonafide
PA_0091,PA_T_0000324,aab,-,bonafide
PA_0091,PA_T_0000325,aab,-,bonafide
PA_0091,PA_T_0000326,aab,-,bonafide
PA_0091,PA_T_0000327,aab,-,bonafide
PA_0091,PA_T_0000328,aab,-,bonafide
PA_0091,PA_T_0000329,aab,-,bonafide
PA_0091,PA_T_0000330,aab,-,bonafide
PA_0092,PA_T_0000331,aab,-,bonafide
PA_0092,PA_T_0000332,aab,-,bonafide
PA_0092,PA_T_0000333,aab,-,bonafide
PA_0092,PA_T_0000334,aab,-,bonafide
PA_0092,PA_T_0000335,aab,-,bonafide
PA_0092,PA_T_0000336,aab,-,bonafide
PA_0092,PA_T_0000337,aab,-,bonafide
PA_0092,PA_T_0000338,aab,-,bonafide
PA_0092,PA_T_0000339,aab,-,bonafide
PA_0092,PA_T_0000340,aab,-,bonafide
PA_0093,PA_T_0000341,aab,-,bonafide
PA_0093,PA_T_0000342,aab,-,bonafide
PA_0093,PA_T_0000343,aab,-,bonafide
PA_0093,PA_T_0000344,aab,-,bonafide
PA_0093,PA_T_0000345,aab,-,bonafide
PA_0093,PA_T_0000346,aab,-,bonafide
PA_0093,PA_T_0000347,aab,-,bonafide
PA_0093,PA_T_0000348,aab,-,bonafide
PA_0093,PA_T_0000349,aab,-,bonafide
PA_0093,PA_T_0000350,aab,-,bonafide
PA_0094,PA_T_0000351,aab,-,bonafide
PA_0094,PA_T_0000352,aab,-,bonafide
PA_0094,PA_T_0000353,aab,-,bonafide
PA_0094,PA_T_0000354,aab,-,bonafide
PA_0094,PA_T_0000355,aab,-,bonafide
PA_0094,PA_T_0000356,aab,-,bonafide
PA_0094,PA_T_0000357,aab,-,bonafide
PA_0094,PA_T_0000358,aab,-,bonafide
PA_0094,PA_T_0000359,aab,-,bonafide
PA_0094,PA_T_0000360,aab,-,bonafide
PA_0095,PA_T_0000361,aab,-,bonafide
PA_0095,PA_T_0000362,aab,-,bonafide
PA_0095,PA_T_0000363,aab,-,bonafide
PA_0095,PA_T_0000364,aab,-,bonafide
PA_0095,PA_T_0000365,aab,-,bonafide
PA_0095,PA_T_0000366,aab,-,bonafide
PA_0095,PA_T_0000367,aab,-,bonafide
PA_0095,PA_T_0000368,aab,-,bonafide
PA_0095,PA_T_0000369,aab,-,bonafide
PA_0095,PA_T_0000370,aab,-,bonafide
PA_0096,PA_T_0000371,aab,-,bonafide
PA_0096,PA_T_0000372,aab,-,bonafide
PA_0096,PA_T_0000373,aab,-,bonafide
PA_0096,PA_T_0000374,aab,-,bonafide
PA_0096,PA_T_0000375,aab,-,bonafide
PA_0096,PA_T_0000376,aab,-,bonafide
PA_0096,PA_T_0000377,aab,-,bonafide
PA_0096,PA_T_0000378,aab,-,bonafide
PA_0096,PA_T_0000379,aab,-,bonafide
PA_0096,PA_T_0000380,aab,-,bonafide
PA_0097,PA_T_0000381,aab,-,bonafide
PA_0097,PA_T_0000382,aab,-,bonafide
PA_0097,PA_T_0000383,aab,-,bonafide
PA_0097,PA_T_0000384,aab,-,bonafide
PA_0097,PA_T_0000385,aab,-,bonafide
PA_0097,PA_T_0000386,aab,-,bonafide
PA_0097,PA_T_0000387,aab,-,bonafide
PA_0097,PA_T_0000388,aab,-,bonafide
PA_0097,PA_T_0000389,aab,-,bonafide
PA_0097,PA_T_0000390,aab,-,bonafide
PA_0098,PA_T_0000391,aab,-,bonafide
PA_0098,PA_T_0000392,aab,-,bonafide
PA_0098,PA_T_0000393,aab,-,bonafide
PA_0098,PA_T_0000394,aab,-,bonafide
PA_0098,PA_T_0000395,aab,-,bonafide
PA_0098,PA_T_0000396,aab,-,bonafide
PA_0098,PA_T_0000397,aab,-,bonafide
PA_0098,PA_T_0000398,aab,-,bonafide
PA_0098,PA_T_0000399,aab,-,bonafide
PA_0098,PA_T_0000400,aab,-,bonafide
PA_0079,PA_T_0000401,aac,-,bonafide
PA_0079,PA_T_0000402,aac,-,bonafide
PA_0079,PA_T_0000403,aac,-,bonafide
PA_0079,PA_T_0000404,aac,-,bonafide
PA_0079,PA_T_0000405,aac,-,bonafide
PA_0079,PA_T_0000406,aac,-,bonafide
PA_0079,PA_T_0000407,aac,-,bonafide
PA_0079,PA_T_0000408,aac,-,bonafide
PA_0079,PA_T_0000409,aac,-,bonafide
PA_0079,PA_T_0000410,aac,-,bonafide
PA_0080,PA_T_0000411,aac,-,bonafide
PA_0080,PA_T_0000412,aac,-,bonafide
PA_0080,PA_T_0000413,aac,-,bonafide
PA_0080,PA_T_0000414,aac,-,bonafide
PA_0080,PA_T_0000415,aac,-,bonafide
PA_0080,PA_T_0000416,aac,-,bonafide
PA_0080,PA_T_0000417,aac,-,bonafide
PA_0080,PA_T_0000418,aac,-,bonafide
PA_0080,PA_T_0000419,aac,-,bonafide
PA_0080,PA_T_0000420,aac,-,bonafide
PA_0081,PA_T_0000421,aac,-,bonafide
PA_0081,PA_T_0000422,aac,-,bonafide
PA_0081,PA_T_0000423,aac,-,bonafide
PA_0081,PA_T_0000424,aac,-,bonafide
PA_0081,PA_T_0000425,aac,-,bonafide
PA_0081,PA_T_0000426,aac,-,bonafide
PA_0081,PA_T_0000427,aac,-,bonafide
PA_0081,PA_T_0000428,aac,-,bonafide
PA_0081,PA_T_0000429,aac,-,bonafide
PA_0081,PA_T_0000430,aac,-,bonafide
PA_0082,PA_T_0000431,aac,-,bonafide
PA_0082,PA_T_0000432,aac,-,bonafide
PA_0082,PA_T_0000433,aac,-,bonafide
PA_0082,PA_T_0000434,aac,-,bonafide
PA_0082,PA_T_0000435,aac,-,bonafide
PA_0082,PA_T_0000436,aac,-,bonafide
PA_0082,PA_T_0000437,aac,-,bonafide
PA_0082,PA_T_0000438,aac,-,bonafide
PA_0082,PA_T_0000439,aac,-,bonafide
PA_0082,PA_T_0000440,aac,-,bonafide
PA_0083,PA_T_0000441,aac,-,bonafide
PA_0083,PA_T_0000442,aac,-,bonafide
PA_0083,PA_T_0000443,aac,-,bonafide
PA_0083,PA_T_0000444,aac,-,bonafide
PA_0083,PA_T_0000445,aac,-,bonafide
PA_0083,PA_T_0000446,aac,-,bonafide
PA_0083,PA_T_0000447,aac,-,bonafide
PA_0083,PA_T_0000448,aac,-,bonafide
PA_0083,PA_T_0000449,aac,-,bonafide
PA_0083,PA_T_0000450,aac,-,bonafide
PA_0084,PA_T_0000451,aac,-,bonafide
PA_0084,PA_T_0000452,aac,-,bonafide
PA_0084,PA_T_0000453,aac,-,bonafide
PA_0084,PA_T_0000454,aac,-,bonafide
PA_0084,PA_T_0000455,aac,-,bonafide
PA_0084,PA_T_0000456,aac,-,bonafide
PA_0084,PA_T_0000457,aac,-,bonafide
PA_0084,PA_T_0000458,aac,-,bonafide
PA_0084,PA_T_0000459,aac,-,bonafide
PA_0084,PA_T_0000460,aac,-,bonafide
PA_0085,PA_T_0000461,aac,-,bonafide
PA_0085,PA_T_0000462,aac,-,bonafide
PA_0085,PA_T_0000463,aac,-,bonafide
PA_0085,PA_T_0000464,aac,-,bonafide
PA_0085,PA_T_0000465,aac,-,bonafide
PA_0085,PA_T_0000466,aac,-,bonafide
PA_0085,PA_T_0000467,aac,-,bonafide
PA_0085,PA_T_0000468,aac,-,bonafide
PA_0085,PA_T_0000469,aac,-,bonafide
PA_0085,PA_T_0000470,aac,-,bonafide
PA_0086,PA_T_0000471,aac,-,bonafide
PA_0086,PA_T_0000472,aac,-,bonafide
PA_0086,PA_T_0000473,aac,-,bonafide
PA_0086,PA_T_0000474,aac,-,bonafide
PA_0086,PA_T_0000475,aac,-,bonafide
PA_0086,PA_T_0000476,aac,-,bonafide
PA_0086,PA_T_0000477,aac,-,bonafide
PA_0086,PA_T_0000478,aac,-,bonafide
PA_0086,PA_T_0000479,aac,-,bonafide
PA_0086,PA_T_0000480,aac,-,bonafide
PA_0087,PA_T_0000481,aac,-,bonafide
PA_0087,PA_T_0000482,aac,-,bonafide
PA_0087,PA_T_0000483,aac,-,bonafide
PA_0087,PA_T_0000484,aac,-,bonafide
PA_0087,PA_T_0000485,aac,-,bonafide
PA_0087,PA_T_0000486,aac,-,bonafide
PA_0087,PA_T_0000487,aac,-,bonafide
PA_0087,PA_T_0000488,aac,-,bonafide
PA_0087,PA_T_0000489,aac,-,bonafide
PA_0087,PA_T_0000490,aac,-,bonafide
PA_0088,PA_T_0000491,aac,-,bonafide
PA_0088,PA_T_0000492,aac,-,bonafide
PA_0088,PA_T_0000493,aac,-,bonafide
PA_0088,PA_T_0000494,aac,-,bonafide
PA_0088,PA_T_0000495,aac,-,bonafide
PA_0088,PA_T_0000496,aac,-,bonafide
PA_0088,PA_T_0000497,aac,-,bonafide
PA_0088,PA_T_0000498,aac,-,bonafide
PA_0088,PA_T_0000499,aac,-,bonafide
PA_0088,PA_T_0000500,aac,-,bonafide
PA_0089,PA_T_0000501,aac,-,bonafide
PA_0089,PA_T_0000502,aac,-,bonafide
PA_0089,PA_T_0000503,aac,-,bonafide
PA_0089,PA_T_0000504,aac,-,bonafide
PA_0089,PA_T_0000505,aac,-,bonafide
PA_0089,PA_T_0000506,aac,-,bonafide
PA_0089,PA_T_0000507,aac,-,bonafide
PA_0089,PA_T_0000508,aac,-,bonafide
PA_0089,PA_T_0000509,aac,-,bonafide
PA_0089,PA_T_0000510,aac,-,bonafide
PA_0090,PA_T_0000511,aac,-,bonafide
PA_0090,PA_T_0000512,aac,-,bonafide
PA_0090,PA_T_0000513,aac,-,bonafide
PA_0090,PA_T_0000514,aac,-,bonafide
PA_0090,PA_T_0000515,aac,-,bonafide
PA_0090,PA_T_0000516,aac,-,bonafide
PA_0090,PA_T_0000517,aac,-,bonafide
PA_0090,PA_T_0000518,aac,-,bonafide
PA_0090,PA_T_0000519,aac,-,bonafide
PA_0090,PA_T_0000520,aac,-,bonafide
PA_0091,PA_T_0000521,aac,-,bonafide
PA_0091,PA_T_0000522,aac,-,bonafide
PA_0091,PA_T_0000523,aac,-,bonafide
PA_0091,PA_T_0000524,aac,-,bonafide
PA_0091,PA_T_0000525,aac,-,bonafide
PA_0091,PA_T_0000526,aac,-,bonafide
PA_0091,PA_T_0000527,aac,-,bonafide
PA_0091,PA_T_0000528,aac,-,bonafide
PA_0091,PA_T_0000529,aac,-,bonafide
PA_0091,PA_T_0000530,aac,-,bonafide
PA_0092,PA_T_0000531,aac,-,bonafide
PA_0092,PA_T_0000532,aac,-,bonafide
PA_0092,PA_T_0000533,aac,-,bonafide
PA_0092,PA_T_0000534,aac,-,bonafide
PA_0092,PA_T_0000535,aac,-,bonafide
PA_0092,PA_T_0000536,aac,-,bonafide
PA_0092,PA_T_0000537,aac,-,bonafide
PA_0092,PA_T_0000538,aac,-,bonafide
PA_0092,PA_T_0000539,aac,-,bonafide
PA_0092,PA_T_0000540,aac,-,bonafide
PA_0093,PA_T_0000541,aac,-,bonafide
PA_0093,PA_T_0000542,aac,-,bonafide
PA_0093,PA_T_0000543,aac,-,bonafide
PA_0093,PA_T_0000544,aac,-,bonafide
PA_0093,PA_T_0000545,aac,-,bonafide
PA_0093,PA_T_0000546,aac,-,bonafide
PA_0093,PA_T_0000547,aac,-,bonafide
PA_0093,PA_T_0000548,aac,-,bonafide
PA_0093,PA_T_0000549,aac,-,bonafide
PA_0093,PA_T_0000550,aac,-,bonafide
